bc_index;building_categories_index;climate_region_index;Af;gebaudebauweise_fbw;Hop;Htr_w;Hve;CM_factor;Am_factor;Tset;average_effective_area_wind_west_east_red_cool;average_effective_area_wind_south_red_cool;average_effective_area_wind_north_red_cool;spec_int_gains_cool_watt;hwb_norm;user_profile
1;2;1;128.913;60;240.811;88.427;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;201.252;1
2;2;1;128.913;60;252.762;76.606;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;201.251;1
3;2;1;128.913;60;258.023;70.397;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;201.247;1
4;2;1;128.913;60;201.648;72.368;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;161.786;1
5;2;1;128.913;60;238.716;90.052;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;201.25;1
6;2;1;128.913;60;250.917;77.96;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;201.249;1
7;2;1;128.913;60;258.023;70.397;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;201.247;1
8;2;1;128.913;60;170.572;61.215;36.467;398415.375;3.5;20;8.377;4.487;2.094;3.4;132.061;1
9;2;1;135.654;50;299.38;105.921;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;243.724;1
10;2;1;135.654;50;313.605;91.851;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;243.724;1
11;2;1;135.654;50;319.883;84.396;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;243.722;1
12;2;1;135.654;50;209.071;74.436;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;160.162;1
13;2;1;135.654;50;296.915;107.803;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;243.723;1
14;2;1;135.654;50;311.437;93.412;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;243.723;1
15;2;1;135.654;50;319.883;84.396;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;243.722;1
16;2;1;135.654;50;193.835;69.012;38.374;338121.656;3.5;20;8.593;4.603;2.148;3.4;146.24;1
17;2;1;144.252;30;286.131;107.24;40.806;213505.516;3;20;8.146;4.364;2.037;3.4;226.858;1
18;2;1;144.252;30;300.659;92.857;40.806;213505.516;3;20;8.146;4.364;2.037;3.4;226.857;1
19;2;1;144.252;30;308.846;84.084;40.806;213505.516;3;20;8.146;4.364;2.037;3.4;226.856;1
20;2;1;144.252;30;191.025;62.207;40.806;213505.516;3;20;8.146;4.364;2.037;3.4;136.121;1
21;2;1;154.111;30;206.633;81.917;43.595;213505.516;3;20;8.42;4.511;2.105;3.4;148.048;1
22;2;1;154.111;30;217.794;70.847;43.595;213505.516;3;20;8.42;4.511;2.105;3.4;148.055;1
23;2;1;154.111;30;217.033;71.956;43.595;213505.516;3;20;8.42;4.511;2.105;3.4;148.042;1
24;2;1;154.111;30;153.329;64.398;43.595;213505.516;3;20;8.42;4.511;2.105;3.4;105.937;1
25;2;1;163.28;30;210.663;94.412;46.189;213505.516;3;20;8.819;4.724;2.205;3.4;148.061;1
26;2;1;163.28;30;219.905;85.239;46.189;213505.516;3;20;8.819;4.724;2.205;3.4;148.06;1
27;2;1;163.28;30;229.994;75.223;46.189;213505.516;3;20;8.819;4.724;2.205;3.4;148.059;1
28;2;1;163.28;30;162.404;67.927;46.189;213505.516;3;20;8.819;4.724;2.205;3.4;105.949;1
29;2;1;165.929;30;143.563;76.518;46.938;213505.516;3;20;8.89;4.763;2.223;3.4;98.726;1
30;2;1;165.929;30;150.687;69.441;46.938;213505.516;3;20;8.89;4.763;2.223;3.4;98.724;1
31;2;1;165.929;30;144.01;66.364;46.938;213505.516;3;20;8.89;4.763;2.223;3.4;93.462;1
32;2;1;169.555;25;121.403;69.109;47.964;181194.891;2.833;20;6.419;3.439;1.605;3.4;88.867;1
33;2;1;169.555;25;123.726;66.802;47.964;181194.891;2.833;20;6.419;3.439;1.605;3.4;88.866;1
34;2;1;169.555;15;95.219;54.163;47.964;114414.766;2.5;20;6.419;3.439;1.605;3.4;69.129;1
35;2;1;169.555;15;89.137;60.263;47.964;114414.766;2.5;20;6.419;3.439;1.605;3.4;69.121;1
36;3;1;255.269;60;463.245;158.809;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;200.629;1
37;3;1;255.269;60;484.499;137.861;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;200.629;1
38;3;1;255.269;60;492.102;127.93;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;200.627;1
39;3;1;255.269;60;380.146;124.648;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;157.971;1
40;3;1;255.269;60;458.516;162.387;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;200.628;1
41;3;1;255.269;60;480.348;140.819;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;200.628;1
42;3;1;255.269;60;492.102;127.93;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;200.627;1
43;3;1;255.269;60;325.094;106.596;72.21;398415.375;3.5;20;12.227;6.55;3.057;3.4;131.643;1
44;3;1;231.788;50;500.659;169.36;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;242.599;1
45;3;1;231.788;50;523.247;147.078;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;242.598;1
46;3;1;231.788;50;531.803;136.13;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;242.597;1
47;3;1;231.788;50;349.984;116.739;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;160.491;1
48;3;1;231.788;50;495.932;172.905;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;242.598;1
49;3;1;231.788;50;519.096;150.004;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;242.598;1
50;3;1;231.788;50;531.803;136.13;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;242.597;1
51;3;1;231.788;50;321.862;107.359;65.568;338121.656;3.5;20;11.651;6.242;2.913;3.4;145.56;1
52;3;1;231.004;30;451.819;160.99;65.346;213505.516;3;20;10.693;5.728;2.673;3.4;225.74;1
53;3;1;231.004;30;473.483;139.582;65.346;213505.516;3;20;10.693;5.728;2.673;3.4;225.739;1
54;3;1;231.004;30;485.059;126.924;65.346;213505.516;3;20;10.693;5.728;2.673;3.4;225.739;1
55;3;1;231.004;30;299.112;91.525;65.346;213505.516;3;20;10.693;5.728;2.673;3.4;135.447;1
56;3;1;249.357;30;327.133;123.425;70.538;213505.516;3;20;11.11;5.952;2.777;3.4;147.354;1
57;3;1;249.357;30;343.869;106.855;70.538;213505.516;3;20;11.11;5.952;2.777;3.4;147.354;1
58;3;1;249.357;30;344.146;107.168;70.538;213505.516;3;20;11.11;5.952;2.777;3.4;147.35;1
59;3;1;249.357;30;242.141;95.268;70.538;213505.516;3;20;11.11;5.952;2.777;3.4;105.439;1
60;3;1;271.532;30;343.063;145.72;76.811;213505.516;3;20;11.797;6.32;2.949;3.4;147.425;1
61;3;1;271.532;30;357.318;131.594;76.811;213505.516;3;20;11.797;6.32;2.949;3.4;147.424;1
62;3;1;271.532;30;372.81;116.243;76.811;213505.516;3;20;11.797;6.32;2.949;3.4;147.424;1
63;3;1;271.532;30;263.497;102.636;76.811;213505.516;3;20;11.797;6.32;2.949;3.4;105.491;1
64;3;1;280.606;30;235.694;118.933;79.378;213505.516;3;20;11.992;6.424;2.998;3.4;98.319;1
65;3;1;280.606;30;246.82;107.904;79.378;213505.516;3;20;11.992;6.424;2.998;3.4;98.318;1
66;3;1;280.606;30;235.519;102.963;79.378;213505.516;3;20;11.992;6.424;2.998;3.4;93.076;1
67;3;1;287.168;25;201.653;107.625;81.234;181194.891;2.833;20;8.665;4.642;2.166;3.4;88.509;1
68;3;1;287.168;25;205.303;104.008;81.234;181194.891;2.833;20;8.665;4.642;2.166;3.4;88.509;1
69;3;1;287.168;15;157.197;84.211;81.234;114414.766;2.5;20;8.665;4.642;2.166;3.4;68.846;1
70;3;1;287.168;15;147.95;93.511;81.234;114414.766;2.5;20;8.665;4.642;2.166;3.4;68.841;1
71;5;1;587.445;60;854.894;335.076;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;169.856;31
72;5;1;587.445;60;900.675;289.911;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;169.855;31
73;5;1;587.445;60;919.366;267.133;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;169.854;31
74;5;1;587.445;60;722.772;273.481;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;139.141;31
75;5;1;587.445;60;845.965;341.971;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;169.855;31
76;5;1;587.445;60;892.762;295.701;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;169.855;31
77;5;1;587.445;60;919.366;267.133;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;169.854;31
78;5;1;587.445;60;599.592;226.872;166.176;398415.375;3.5;20;22.246;13.347;8.898;3.4;112.482;31
79;5;1;463.329;50;676.272;261.18;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;168.895;31
80;5;1;463.329;50;711.855;226.026;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;168.894;31
81;5;1;463.329;50;727.261;207.699;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;168.893;31
82;5;1;463.329;50;561.836;216.876;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;136.927;31
83;5;1;463.329;50;669.856;266.143;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;168.894;31
84;5;1;463.329;50;706.179;230.185;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;168.894;31
85;5;1;463.329;50;727.261;207.699;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;168.893;31
86;5;1;463.329;50;458.131;176.844;131.066;338121.656;3.5;20;18.594;11.156;7.438;3.4;108.375;31
87;5;1;455.056;30;578.89;236.616;128.726;213505.516;3;20;16.412;9.847;6.565;3.4;151.843;31
88;5;1;455.056;30;611.29;204.564;128.726;213505.516;3;20;16.412;9.847;6.565;3.4;151.842;31
89;5;1;455.056;30;629.539;185.048;128.726;213505.516;3;20;16.412;9.847;6.565;3.4;151.842;31
90;5;1;455.056;30;406.632;142.992;128.726;213505.516;3;20;16.412;9.847;6.565;3.4;97.435;31
91;5;1;521.004;30;612.433;262.682;147.382;213505.516;3;20;17.561;10.537;7.024;3.4;142.765;31
92;5;1;521.004;30;648.512;226.964;147.382;213505.516;3;20;17.561;10.537;7.024;3.4;142.764;31
93;5;1;521.004;30;647.507;229.167;147.382;213505.516;3;20;17.561;10.537;7.024;3.4;142.763;31
94;5;1;521.004;30;402.163;181.645;147.382;213505.516;3;20;17.561;10.537;7.024;3.4;90.734;31
95;5;1;571.499;30;644.968;312.28;161.666;213505.516;3;20;18.715;11.229;7.486;3.4;142.969;31
96;5;1;571.499;30;675.569;281.959;161.666;213505.516;3;20;18.715;11.229;7.486;3.4;142.969;31
97;5;1;571.499;30;709.218;248.618;161.666;213505.516;3;20;18.715;11.229;7.486;3.4;142.969;31
98;5;1;571.499;30;441.396;197.121;161.666;213505.516;3;20;18.715;11.229;7.486;3.4;90.864;31
99;5;1;576.601;30;499.774;289.75;163.109;213505.516;3;20;18.798;11.279;7.519;3.4;114.394;31
100;5;1;576.601;30;526.584;263.188;163.109;213505.516;3;20;18.798;11.279;7.519;3.4;114.394;31
101;5;1;576.601;30;388.63;194.238;163.109;213505.516;3;20;18.798;11.279;7.519;3.4;81.347;31
102;5;1;542.417;25;368.602;230.869;153.439;181194.891;2.833;20;13.023;7.814;5.209;3.4;95.208;31
103;5;1;542.417;25;263.638;156.454;153.439;181194.891;2.833;20;13.023;7.814;5.209;3.4;64.743;31
104;5;1;545.691;15;261.248;163.588;154.365;114414.766;2.5;20;13.062;7.837;5.225;3.4;66.656;31
105;5;1;545.691;15;243.48;181.437;154.365;114414.766;2.5;20;13.062;7.837;5.225;3.4;66.654;31
106;6;1;1663.623;60;1910.669;747.536;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;136.546;31
107;6;1;1663.623;60;2012.83;646.812;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;136.545;31
108;6;1;1663.623;60;2053.414;596.734;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;136.545;31
109;6;1;1663.623;60;1708.23;643.034;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;119.384;31
110;6;1;1663.623;60;1890.097;763.384;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;136.545;31
111;6;1;1663.623;60;1994.595;660.118;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;136.545;31
112;6;1;1663.623;60;2053.414;596.734;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;136.545;31
113;6;1;1663.623;60;1347.035;507.068;470.606;398415.375;3.5;20;45.755;27.453;18.302;3.4;91.788;31
114;6;1;1330.902;50;1225.635;472.08;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;106.102;31
115;6;1;1330.902;50;1289.928;408.559;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;106.102;31
116;6;1;1330.902;50;1317.187;376.008;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;106.1;31
117;6;1;1330.902;50;1333.909;511.237;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;116.371;31
118;6;1;1330.902;50;1213.673;481.411;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;106.102;31
119;6;1;1330.902;50;1279.362;416.38;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;106.101;31
120;6;1;1330.902;50;1317.187;376.008;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;106.1;31
121;6;1;1330.902;50;936.846;359.058;376.486;338121.656;3.5;20;38.517;23.11;15.407;3.4;78.515;31
122;6;1;1376.532;30;1102.067;443.836;389.393;213505.516;3;20;34.887;20.932;13.955;3.4;95.447;31
123;6;1;1376.532;30;1162.767;383.801;389.393;213505.516;3;20;34.887;20.932;13.955;3.4;95.447;31
124;6;1;1376.532;30;1196.446;347.666;389.393;213505.516;3;20;34.887;20.932;13.955;3.4;95.446;31
125;6;1;1376.532;30;873.089;301.114;389.393;213505.516;3;20;34.887;20.932;13.955;3.4;70.633;31
126;6;1;1539.536;30;1094.611;464.694;435.504;213505.516;3;20;36.895;22.137;14.758;3.4;86.098;31
127;6;1;1539.536;30;1158.393;401.547;435.504;213505.516;3;20;36.895;22.137;14.758;3.4;86.098;31
128;6;1;1539.536;30;1158.104;403.883;435.504;213505.516;3;20;36.895;22.137;14.758;3.4;86.096;31
129;6;1;1539.536;30;864.294;384.563;435.504;213505.516;3;20;36.895;22.137;14.758;3.4;67.601;31
130;6;1;1721.229;30;1174.766;561.259;486.901;213505.516;3;20;39.696;23.818;15.878;3.4;86.25;31
131;6;1;1721.229;30;1229.78;506.749;486.901;213505.516;3;20;39.696;23.818;15.878;3.4;86.25;31
132;6;1;1721.229;30;1290.199;446.882;486.901;213505.516;3;20;39.696;23.818;15.878;3.4;86.25;31
133;6;1;1721.229;30;966.99;423.625;486.901;213505.516;3;20;39.696;23.818;15.878;3.4;67.721;31
134;6;1;1765.934;30;1015.452;579.8;499.548;213505.516;3;20;40.208;24.125;16.083;3.4;76.703;31
135;6;1;1765.934;30;1069.202;526.562;499.548;213505.516;3;20;40.208;24.125;16.083;3.4;76.702;31
136;6;1;1765.934;30;911.596;448.944;499.548;213505.516;3;20;40.208;24.125;16.083;3.4;64.558;31
137;6;1;1661.908;25;780.018;479.897;470.12;181194.891;2.833;20;27.861;16.717;11.145;3.4;67.036;31
138;6;1;1661.908;25;697.238;406.515;470.12;181194.891;2.833;20;27.861;16.717;11.145;3.4;58.417;31
139;6;1;1661.908;15;550.305;339.353;470.12;114414.766;2.5;20;27.861;16.717;11.145;3.4;47.885;31
140;6;1;1661.908;15;513.694;376.132;470.12;114414.766;2.5;20;27.861;16.717;11.145;3.4;47.883;31
141;16;1;648;30;1415.07;220.99;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.826;15
142;16;1;648;30;1388.014;226.671;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.848;15
143;16;1;648;30;1016.972;180.918;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;146.333;15
144;16;1;648;30;1415.07;220.99;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.826;15
145;16;1;648;30;1388.014;226.671;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.848;15
146;16;1;648;30;870.539;154.867;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;122.263;15
147;16;1;648;30;1415.07;220.99;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.826;15
148;16;1;648;30;1415.07;220.99;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.826;15
149;16;1;648;30;1388.014;226.671;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.848;15
150;16;1;648;30;870.539;154.867;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;122.263;15
151;16;1;648;30;1415.07;220.99;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.826;15
152;16;1;648;30;1415.07;220.99;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.826;15
153;16;1;648;30;1388.014;226.671;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;205.848;15
154;16;1;648;30;868.521;156.025;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;122.263;15
155;16;1;648;30;1080.745;213.115;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;158.831;15
156;16;1;648;30;1109.951;184.549;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;158.828;15
157;16;1;648;30;774.194;137.728;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;106.585;15
158;16;1;648;30;846.736;223.696;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;127.445;15
159;16;1;648;30;589.157;135.283;199.659;213505.516;3;20;15.076;9.046;6.03;20.88;80.4;15
160;16;1;648;30;769.871;264.189;199.659;213505.516;3;20;10.769;6.461;4.307;20.88;127.544;15
161;16;1;648;30;510.901;183.755;199.659;213505.516;3;20;10.769;6.461;4.307;20.88;80.44;15
